Latitude Longitude RSSI(dBm)
40.910690 -73.117075 -97.000000
40.910679 -73.117048 -97.000000
40.910646 -73.117016 -93.000000
40.910610 -73.116967 -93.000000
40.910576 -73.116940 -95.000000
40.910550 -73.116920 -97.000000
40.910558 -73.116921 -97.000000
40.910572 -73.116915 -101.000000
40.910591 -73.116931 -105.000000
40.911235 -73.119355 -95.000000
40.911227 -73.119308 -101.000000
40.911214 -73.119254 -99.000000
40.911208 -73.119201 -95.000000
40.911225 -73.119174 -95.000000
40.911217 -73.119146 -95.000000
40.911206 -73.119118 -93.000000
40.911192 -73.119049 -91.000000
40.911187 -73.118998 -91.000000
40.911186 -73.118961 -93.000000
40.911184 -73.118888 -95.000000
40.911179 -73.118835 -97.000000
40.911172 -73.118799 -95.000000
40.911142 -73.118645 -95.000000
40.911119 -73.118557 -99.000000
40.911104 -73.118491 -99.000000
40.911099 -73.118461 -97.000000
40.911085 -73.118406 -97.000000
40.911082 -73.118353 -99.000000
40.911077 -73.118325 -99.000000
40.911073 -73.118226 -99.000000
40.911073 -73.118226 -103.000000
40.911073 -73.118226 -105.000000
40.911073 -73.118226 -105.000000
40.911073 -73.118226 -101.000000
40.911073 -73.118226 -101.000000
40.910792 -73.117956 -103.000000
40.910804 -73.117958 -103.000000
40.910886 -73.117894 -101.000000
40.910927 -73.117802 -99.000000
40.910945 -73.117718 -95.000000
40.910956 -73.117665 -95.000000
40.910961 -73.117633 -95.000000
40.909000 -73.112242 -83.000000
40.909238 -73.112330 -79.000000
40.909591 -73.112575 -87.000000
40.909974 -73.112812 -85.000000
40.910236 -73.112949 -83.000000
40.910338 -73.113020 -85.000000
40.910377 -73.113027 -87.000000
40.910513 -73.113092 -91.000000
40.911163 -73.113195 -91.000000
40.911790 -73.113111 -95.000000
40.912130 -73.113021 -97.000000
40.913519 -73.113655 -85.000000
40.913774 -73.114452 -85.000000
40.914065 -73.115479 -77.000000
40.911281 -73.119673 -93.000000
40.911280 -73.119687 -91.000000
40.911281 -73.119726 -89.000000
40.911047 -73.119561 -95.000000
40.911026 -73.119458 -103.000000
40.911015 -73.119414 -97.000000
40.911008 -73.119367 -89.000000
40.911013 -73.119320 -95.000000
40.911000 -73.119278 -101.000000
40.910933 -73.119219 -89.000000
40.910947 -73.119177 -91.000000
40.910986 -73.119163 -93.000000
40.911079 -73.119055 -95.000000
40.911103 -73.119015 -99.000000
40.911124 -73.118925 -95.000000
40.911128 -73.118833 -97.000000
40.911125 -73.118791 -97.000000
40.911120 -73.118739 -101.000000
40.911106 -73.118642 -99.000000
40.911110 -73.118600 -99.000000
40.911109 -73.118564 -107.000000
40.911107 -73.118453 -103.000000
40.911071 -73.118317 -105.000000
40.911071 -73.118317 -105.000000
40.910855 -73.117271 -99.000000
40.910888 -73.117068 -97.000000
40.910807 -73.117047 -97.000000
40.910463 -73.117073 -95.000000
40.910465 -73.117076 -93.000000
40.910475 -73.117089 -93.000000
40.910478 -73.117093 -95.000000
40.910655 -73.117140 -93.000000
40.910969 -73.117388 -95.000000
40.911007 -73.117737 -103.000000
40.911007 -73.117737 -97.000000
40.911007 -73.117737 -101.000000
40.911007 -73.117737 -101.000000
40.911007 -73.117737 -101.000000
40.911044 -73.118524 -101.000000
40.911066 -73.118579 -99.000000
40.911137 -73.118831 -93.000000
40.911144 -73.118973 -91.000000
40.911154 -73.119013 -93.000000
40.911160 -73.119052 -97.000000
40.911227 -73.119190 -99.000000
40.911249 -73.119227 -97.000000
40.911277 -73.119310 -99.000000
40.911308 -73.119392 -101.000000
40.911325 -73.119485 -93.000000
40.911335 -73.119525 -93.000000
40.911292 -73.119625 -99.000000
40.911288 -73.119664 -95.000000
40.911295 -73.119700 -89.000000
40.911303 -73.119735 -89.000000
40.911326 -73.119775 -93.000000
40.911390 -73.119828 -89.000000
40.911397 -73.119845 -89.000000
40.911429 -73.121458 -67.000000
40.911403 -73.121547 -83.000000
40.911395 -73.121589 -81.000000
40.911403 -73.121677 -81.000000
40.911410 -73.121717 -79.000000
40.911458 -73.121814 -75.000000
40.911464 -73.121855 -75.000000
40.911470 -73.121917 -71.000000
40.911477 -73.121965 -69.000000
40.911491 -73.122102 -75.000000
40.911487 -73.122195 -73.000000
40.911473 -73.122267 -81.000000
40.911477 -73.122283 -81.000000
40.911496 -73.122373 -77.000000
40.911516 -73.122451 -75.000000
40.911522 -73.122491 -73.000000
40.911529 -73.122535 -73.000000
40.911532 -73.122562 -75.000000
40.911538 -73.122612 -77.000000
40.911525 -73.122671 -77.000000
40.911505 -73.122691 -75.000000
40.911466 -73.122711 -73.000000
40.911439 -73.122728 -77.000000
40.911383 -73.122738 -79.000000
40.911290 -73.122747 -87.000000
40.911256 -73.122755 -87.000000
40.911248 -73.122742 -87.000000
40.911246 -73.122734 -83.000000
40.911232 -73.122738 -79.000000
40.911217 -73.122754 -79.000000
40.911199 -73.122777 -81.000000
40.911192 -73.122810 -81.000000
40.911122 -73.122890 -85.000000
40.911094 -73.123002 -83.000000
40.911126 -73.123072 -91.000000
40.911175 -73.123132 -83.000000
40.911214 -73.123201 -87.000000
40.911236 -73.123235 -81.000000
40.911249 -73.123257 -81.000000
40.911257 -73.123311 -85.000000
40.911231 -73.123347 -87.000000
40.911210 -73.123384 -85.000000
40.911212 -73.123400 -91.000000
40.911209 -73.123406 -95.000000
40.911228 -73.123465 -85.000000
40.911282 -73.123477 -81.000000
40.911303 -73.123469 -81.000000
40.911341 -73.123464 -79.000000
40.911412 -73.123436 -81.000000
40.911433 -73.123451 -79.000000
40.911446 -73.123475 -79.000000
40.911476 -73.123497 -77.000000
40.911499 -73.123499 -79.000000
40.911547 -73.123516 -81.000000
40.911596 -73.123540 -77.000000
40.911741 -73.123574 -75.000000
40.911847 -73.123553 -79.000000
40.911897 -73.123557 -75.000000
40.912040 -73.123589 -75.000000
40.912113 -73.123582 -77.000000
40.912116 -73.123563 -75.000000
40.912126 -73.123499 -75.000000
40.912114 -73.123472 -71.000000
40.912097 -73.123215 -77.000000
40.912086 -73.123157 -75.000000
40.912061 -73.123116 -75.000000
40.912048 -73.123086 -75.000000
40.912030 -73.123035 -73.000000
40.912004 -73.122937 -73.000000
40.912033 -73.122745 -69.000000
40.912019 -73.122734 -69.000000
40.912011 -73.122643 -77.000000
40.912022 -73.122595 -75.000000
40.912011 -73.122582 -79.000000
40.912001 -73.122570 -79.000000
40.911999 -73.122569 -73.000000
40.911999 -73.122568 -75.000000
40.912001 -73.122567 -75.000000
40.912001 -73.122567 -71.000000
40.912001 -73.122567 -69.000000
40.912001 -73.122566 -75.000000
40.912048 -73.121838 -77.000000
40.912027 -73.121851 -71.000000
40.912029 -73.121876 -67.000000
40.912050 -73.121920 -75.000000
40.912062 -73.121913 -71.000000
40.912062 -73.121908 -69.000000
40.912138 -73.121916 -73.000000
40.912227 -73.121955 -73.000000
40.912244 -73.121950 -77.000000
40.912246 -73.121956 -79.000000
40.912219 -73.121941 -73.000000
40.912193 -73.121931 -79.000000
40.912192 -73.121930 -77.000000
40.912193 -73.121930 -77.000000
40.912195 -73.121929 -73.000000
40.912197 -73.121932 -77.000000
40.912199 -73.121932 -77.000000
40.912199 -73.121931 -75.000000
40.912199 -73.121932 -81.000000
40.912199 -73.121932 -81.000000
40.912203 -73.121935 -81.000000
40.912226 -73.121964 -69.000000
40.911281 -73.119673 -93.000000
40.911280 -73.119687 -91.000000
40.911281 -73.119726 -89.000000
40.911047 -73.119561 -95.000000
40.911026 -73.119458 -103.000000
40.911015 -73.119414 -97.000000
40.911008 -73.119367 -89.000000
40.911013 -73.119320 -95.000000
40.911000 -73.119278 -101.000000
40.910933 -73.119219 -89.000000
40.910947 -73.119177 -91.000000
40.910986 -73.119163 -93.000000
40.911079 -73.119055 -95.000000
40.911103 -73.119015 -99.000000
40.911124 -73.118925 -95.000000
40.911128 -73.118833 -97.000000
40.911125 -73.118791 -97.000000
40.911120 -73.118739 -101.000000
40.911106 -73.118642 -99.000000
40.911110 -73.118600 -99.000000
40.911109 -73.118564 -107.000000
40.911107 -73.118453 -103.000000
40.911071 -73.118317 -105.000000
40.911071 -73.118317 -105.000000
40.910855 -73.117271 -99.000000
40.910888 -73.117068 -97.000000
40.910807 -73.117047 -97.000000
40.910463 -73.117073 -95.000000
40.910465 -73.117076 -93.000000
40.910475 -73.117089 -93.000000
40.910478 -73.117093 -95.000000
40.910655 -73.117140 -93.000000
40.910969 -73.117388 -95.000000
40.911007 -73.117737 -103.000000
40.911007 -73.117737 -97.000000
40.911007 -73.117737 -101.000000
40.911007 -73.117737 -101.000000
40.911007 -73.117737 -101.000000
40.911044 -73.118524 -101.000000
40.911066 -73.118579 -99.000000
40.911137 -73.118831 -93.000000
40.911144 -73.118973 -91.000000
40.911154 -73.119013 -93.000000
40.911160 -73.119052 -97.000000
40.911227 -73.119190 -99.000000
40.911249 -73.119227 -97.000000
40.911277 -73.119310 -99.000000
40.911308 -73.119392 -101.000000
40.911325 -73.119485 -93.000000
40.911335 -73.119525 -93.000000
40.911292 -73.119625 -99.000000
40.911288 -73.119664 -95.000000
40.911295 -73.119700 -89.000000
40.911303 -73.119735 -89.000000
40.911326 -73.119775 -93.000000
40.911390 -73.119828 -89.000000
40.911397 -73.119845 -89.000000
40.911429 -73.121458 -67.000000
40.911403 -73.121547 -83.000000
40.911395 -73.121589 -81.000000
40.911403 -73.121677 -81.000000
40.911410 -73.121717 -79.000000
40.911458 -73.121814 -75.000000
40.911464 -73.121855 -75.000000
40.911470 -73.121917 -71.000000
40.911477 -73.121965 -69.000000
40.911491 -73.122102 -75.000000
40.911487 -73.122195 -73.000000
40.911473 -73.122267 -81.000000
40.911477 -73.122283 -81.000000
40.911496 -73.122373 -77.000000
40.911516 -73.122451 -75.000000
40.911522 -73.122491 -73.000000
40.911529 -73.122535 -73.000000
40.911532 -73.122562 -75.000000
40.911538 -73.122612 -77.000000
40.911525 -73.122671 -77.000000
40.911505 -73.122691 -75.000000
40.911466 -73.122711 -73.000000
40.911439 -73.122728 -77.000000
40.911383 -73.122738 -79.000000
40.911290 -73.122747 -87.000000
40.911256 -73.122755 -87.000000
40.911248 -73.122742 -87.000000
40.911246 -73.122734 -83.000000
40.911232 -73.122738 -79.000000
40.911217 -73.122754 -79.000000
40.911199 -73.122777 -81.000000
40.911192 -73.122810 -81.000000
40.911122 -73.122890 -85.000000
40.911094 -73.123002 -83.000000
40.911126 -73.123072 -91.000000
40.911175 -73.123132 -83.000000
40.911214 -73.123201 -87.000000
40.911236 -73.123235 -81.000000
40.911249 -73.123257 -81.000000
40.911257 -73.123311 -85.000000
40.911231 -73.123347 -87.000000
40.911210 -73.123384 -85.000000
40.911212 -73.123400 -91.000000
40.911209 -73.123406 -95.000000
40.911228 -73.123465 -85.000000
40.911282 -73.123477 -81.000000
40.911303 -73.123469 -81.000000
40.911341 -73.123464 -79.000000
40.911412 -73.123436 -81.000000
40.911433 -73.123451 -79.000000
40.911446 -73.123475 -79.000000
40.911476 -73.123497 -77.000000
40.911499 -73.123499 -79.000000
40.911547 -73.123516 -81.000000
40.911596 -73.123540 -77.000000
40.911741 -73.123574 -75.000000
40.911847 -73.123553 -79.000000
40.911897 -73.123557 -75.000000
40.912040 -73.123589 -75.000000
40.912113 -73.123582 -77.000000
40.912116 -73.123563 -75.000000
40.912126 -73.123499 -75.000000
40.912114 -73.123472 -71.000000
40.912097 -73.123215 -77.000000
40.912086 -73.123157 -75.000000
40.912061 -73.123116 -75.000000
40.912048 -73.123086 -75.000000
40.912030 -73.123035 -73.000000
40.912004 -73.122937 -73.000000
40.912033 -73.122745 -69.000000
40.912019 -73.122734 -69.000000
40.912011 -73.122643 -77.000000
40.912022 -73.122595 -75.000000
40.912011 -73.122582 -79.000000
40.912001 -73.122570 -79.000000
40.911999 -73.122569 -73.000000
40.911999 -73.122568 -75.000000
40.912001 -73.122567 -75.000000
40.912001 -73.122567 -71.000000
40.912001 -73.122567 -69.000000
40.912001 -73.122566 -75.000000
40.912048 -73.121838 -77.000000
40.912027 -73.121851 -71.000000
40.912029 -73.121876 -67.000000
40.912050 -73.121920 -75.000000
40.912062 -73.121913 -71.000000
40.912062 -73.121908 -69.000000
40.912138 -73.121916 -73.000000
40.912227 -73.121955 -73.000000
40.912244 -73.121950 -77.000000
40.912246 -73.121956 -79.000000
40.912219 -73.121941 -73.000000
40.912193 -73.121931 -79.000000
40.912192 -73.121930 -77.000000
40.912193 -73.121930 -77.000000
40.912195 -73.121929 -73.000000
40.912197 -73.121932 -77.000000
40.912199 -73.121932 -77.000000
40.912199 -73.121931 -75.000000
40.912199 -73.121932 -81.000000
40.912199 -73.121932 -81.000000
40.912203 -73.121935 -81.000000
40.912226 -73.121964 -69.000000
40.912228 -73.121964 -69.000000
40.912232 -73.121965 -67.000000
40.912494 -73.121424 -77.000000
40.912465 -73.121416 -79.000000
40.912430 -73.121416 -83.000000
40.912385 -73.121403 -75.000000
40.912339 -73.121392 -75.000000
40.912282 -73.121387 -89.000000
40.912229 -73.121371 -77.000000
40.912166 -73.121337 -75.000000
40.912144 -73.121323 -77.000000
40.912112 -73.121319 -77.000000
40.912049 -73.121305 -73.000000
40.911973 -73.121300 -77.000000
40.911850 -73.121296 -77.000000
40.911798 -73.121280 -77.000000
40.911776 -73.121239 -73.000000
40.911757 -73.121218 -75.000000
40.911747 -73.121210 -75.000000
40.911611 -73.120801 -83.000000
40.911101 -73.119807 -93.000000
40.911069 -73.119816 -93.000000
40.911064 -73.119787 -97.000000
40.911051 -73.119745 -99.000000
40.911029 -73.119728 -99.000000
40.911026 -73.119724 -99.000000
40.911016 -73.119715 -97.000000
40.911015 -73.119677 -97.000000
40.911009 -73.119641 -99.000000
40.911003 -73.119613 -99.000000
40.910992 -73.119577 -97.000000
40.910993 -73.119531 -103.000000
40.910992 -73.119496 -105.000000
40.910989 -73.119414 -97.000000
40.910973 -73.119267 -105.000000
40.911010 -73.119080 -99.000000
40.911082 -73.119001 -95.000000
40.911096 -73.118962 -95.000000
40.911116 -73.118941 -93.000000
40.911100 -73.118966 -97.000000
40.911084 -73.118895 -99.000000
40.911075 -73.118824 -99.000000
40.911075 -73.118781 -101.000000
40.911051 -73.118647 -99.000000
40.911037 -73.118623 -99.000000
40.911035 -73.118553 -103.000000
40.911036 -73.118519 -103.000000
40.911017 -73.118486 -101.000000
40.911017 -73.118457 -103.000000
40.911019 -73.118424 -107.000000
40.910864 -73.117312 -97.000000
40.910558 -73.117146 -97.000000
40.910509 -73.117056 -97.000000
40.910483 -73.117011 -97.000000
40.910452 -73.116972 -95.000000
40.910431 -73.116946 -93.000000
40.910413 -73.116954 -101.000000
40.910401 -73.116954 -101.000000
40.910402 -73.116966 -99.000000
40.910438 -73.117035 -101.000000
40.910461 -73.117067 -101.000000
40.910477 -73.117082 -101.000000
40.910526 -73.117119 -101.000000
40.910553 -73.117135 -99.000000
40.910581 -73.117151 -97.000000
40.910684 -73.117202 -101.000000
40.910707 -73.117220 -103.000000
40.910734 -73.117227 -101.000000
40.910747 -73.117238 -99.000000
40.910783 -73.117298 -99.000000
40.910795 -73.117311 -99.000000
40.910835 -73.117303 -99.000000
40.910865 -73.117300 -99.000000
40.910903 -73.117291 -101.000000
40.910932 -73.117343 -103.000000
40.910941 -73.117385 -101.000000
40.910954 -73.117452 -105.000000
40.910960 -73.117626 -105.000000
40.910953 -73.117661 -105.000000
40.910954 -73.117675 -103.000000
40.910973 -73.117722 -101.000000
40.910984 -73.117809 -103.000000
40.910965 -73.117865 -103.000000
40.910961 -73.117877 -103.000000
40.910963 -73.117885 -105.000000
40.910967 -73.117929 -107.000000
40.910968 -73.117953 -107.000000
40.910974 -73.118046 -101.000000
40.910976 -73.118076 -101.000000
40.910977 -73.118090 -103.000000
40.910977 -73.118090 -105.000000
40.910977 -73.118090 -105.000000
40.910929 -73.118352 -107.000000
40.911021 -73.118517 -105.000000
40.911043 -73.118512 -107.000000
40.911045 -73.118507 -105.000000
40.911026 -73.118525 -105.000000
40.911029 -73.118554 -107.000000
40.911043 -73.118611 -99.000000
40.911048 -73.118651 -101.000000
40.911059 -73.118679 -103.000000
40.911086 -73.118778 -99.000000
40.911103 -73.118797 -95.000000
40.911118 -73.118803 -95.000000
40.911120 -73.118826 -95.000000
40.911131 -73.118943 -99.000000
40.911132 -73.118956 -99.000000
40.911159 -73.119049 -101.000000
40.911191 -73.119105 -103.000000
40.911189 -73.119142 -101.000000
40.911188 -73.119224 -103.000000
40.911197 -73.119264 -107.000000
40.911203 -73.119333 -105.000000
40.911224 -73.119466 -103.000000
40.911222 -73.119512 -103.000000
40.911217 -73.119636 -95.000000
40.911221 -73.119679 -95.000000
40.911244 -73.119741 -93.000000
40.911238 -73.119771 -91.000000
40.911226 -73.119812 -91.000000
40.911234 -73.119905 -93.000000
40.911245 -73.119925 -91.000000
40.911258 -73.119988 -91.000000
40.911345 -73.120898 -73.000000
40.911369 -73.120957 -65.000000
40.911407 -73.121011 -65.000000
40.911446 -73.121031 -69.000000
40.911472 -73.121040 -59.000000
40.911498 -73.121070 -61.000000
40.911516 -73.121096 -69.000000
40.911499 -73.121117 -77.000000
40.911473 -73.121196 -75.000000
40.911463 -73.121228 -75.000000
40.911402 -73.121749 -75.000000
40.911428 -73.121808 -77.000000
40.911425 -73.121818 -73.000000
40.911423 -73.121820 -71.000000
40.911421 -73.121836 -71.000000
40.911424 -73.121926 -73.000000
40.911420 -73.122004 -77.000000
40.911407 -73.122051 -75.000000
40.911401 -73.122128 -73.000000
40.911420 -73.122159 -77.000000
40.911445 -73.122203 -77.000000
40.911457 -73.122235 -79.000000
40.911456 -73.122304 -81.000000
40.911456 -73.122352 -77.000000
40.911457 -73.122384 -83.000000
40.911448 -73.122439 -81.000000
40.911444 -73.122484 -79.000000
40.911269 -73.122728 -87.000000
40.911259 -73.122722 -87.000000
40.911259 -73.122720 -87.000000
40.911246 -73.122728 -85.000000
40.911210 -73.122762 -79.000000
40.911188 -73.122782 -81.000000
40.911184 -73.122784 -81.000000
40.911152 -73.122803 -91.000000
40.911139 -73.122812 -87.000000
40.911130 -73.122830 -87.000000
40.911112 -73.123183 -81.000000
40.911122 -73.123216 -87.000000
40.911130 -73.123252 -89.000000
40.911113 -73.123326 -89.000000
40.911109 -73.123351 -89.000000
40.911109 -73.123365 -85.000000
40.911112 -73.123390 -81.000000
40.911096 -73.123411 -79.000000
40.911116 -73.123436 -79.000000
40.911151 -73.123459 -79.000000
40.911193 -73.123478 -85.000000
40.911242 -73.123493 -89.000000
40.911278 -73.123476 -89.000000
40.911322 -73.123489 -87.000000
40.911341 -73.123484 -83.000000
40.911375 -73.123482 -81.000000
40.911403 -73.123505 -81.000000
40.911427 -73.123526 -93.000000
40.911467 -73.123568 -85.000000
40.911498 -73.123584 -83.000000
40.911526 -73.123603 -81.000000
40.912129 -73.122838 -77.000000
40.912134 -73.122802 -77.000000
40.912091 -73.122733 -79.000000
40.912078 -73.122708 -79.000000
40.911991 -73.122557 -77.000000
40.911978 -73.122549 -79.000000
40.911975 -73.122547 -77.000000
40.911974 -73.122546 -75.000000
40.912037 -73.121985 -77.000000
40.912060 -73.121982 -75.000000
40.912074 -73.121996 -75.000000
40.912074 -73.121994 -77.000000
40.912076 -73.121976 -73.000000
40.912076 -73.121976 -73.000000
40.912077 -73.121977 -73.000000
40.912077 -73.121977 -71.000000
40.912079 -73.121977 -71.000000
40.912080 -73.121969 -73.000000
40.912088 -73.121948 -77.000000
40.912091 -73.121929 -81.000000
40.912096 -73.121921 -77.000000
40.912100 -73.121919 -73.000000
40.912178 -73.121983 -85.000000
40.912195 -73.121983 -77.000000
40.912118 -73.121845 -79.000000
40.912155 -73.121850 -77.000000
40.912121 -73.121841 -77.000000
40.912140 -73.121836 -77.000000
40.912138 -73.121824 -77.000000
40.912110 -73.121649 -73.000000
40.912110 -73.121649 -73.000000
40.912107 -73.121589 -81.000000
40.912094 -73.121539 -75.000000
40.911923 -73.121247 -71.000000
40.911899 -73.121249 -71.000000
40.911890 -73.121236 -73.000000
40.911878 -73.121204 -71.000000
40.911850 -73.121183 -69.000000
40.911831 -73.121173 -67.000000
40.911794 -73.121136 -75.000000
40.911777 -73.121094 -77.000000
40.911777 -73.121081 -79.000000
40.911777 -73.121081 -79.000000
40.911658 -73.120576 -85.000000
40.911617 -73.120550 -83.000000
40.911593 -73.120526 -83.000000
40.911583 -73.120509 -83.000000
40.911575 -73.120532 -83.000000
40.911550 -73.120483 -79.000000
40.911527 -73.120414 -81.000000
40.911501 -73.120382 -83.000000
40.911501 -73.120382 -83.000000
40.911335 -73.119595 -85.000000
40.911296 -73.119308 -89.000000
40.911298 -73.119263 -89.000000
40.911293 -73.119216 -93.000000
40.911256 -73.119182 -97.000000
40.911251 -73.119117 -97.000000
40.911245 -73.119008 -91.000000
40.911242 -73.118932 -91.000000
40.911243 -73.118942 -91.000000
40.911264 -73.118919 -95.000000
40.911261 -73.118863 -95.000000
40.911251 -73.118795 -95.000000
40.911246 -73.118743 -97.000000
40.911241 -73.118696 -97.000000
40.911238 -73.118647 -97.000000
40.911224 -73.118583 -91.000000
40.911214 -73.118557 -99.000000
40.911203 -73.118517 -105.000000
40.911203 -73.118481 -99.000000
40.911182 -73.118440 -91.000000
40.911124 -73.118428 -93.000000
40.911120 -73.118430 -95.000000
40.911174 -73.118447 -97.000000
40.911217 -73.118450 -97.000000
40.911255 -73.118422 -93.000000
40.911275 -73.118399 -99.000000
40.911275 -73.118399 -107.000000
40.911275 -73.118399 -105.000000
40.911275 -73.118399 -101.000000
40.910991 -73.117829 -99.000000
40.910995 -73.117738 -101.000000
40.911000 -73.117448 -95.000000
40.910999 -73.117398 -97.000000
40.910992 -73.117356 -99.000000
40.910987 -73.117337 -97.000000
40.910956 -73.117331 -95.000000
40.910644 -73.117144 -93.000000
40.910627 -73.117112 -95.000000
40.910466 -73.116924 -97.000000
40.908995 -73.114095 -99.000000
40.908995 -73.114095 -99.000000
40.908995 -73.114090 -101.000000
40.908996 -73.114088 -101.000000
40.909013 -73.114066 -101.000000
40.909007 -73.114060 -103.000000
40.912127 -73.121943 -77.000000
40.912066 -73.121957 -79.000000
40.912042 -73.121958 -77.000000
40.912018 -73.121958 -79.000000
40.911950 -73.121940 -71.000000
40.911925 -73.121932 -75.000000
40.911902 -73.121918 -75.000000
40.911893 -73.121943 -75.000000
40.911929 -73.121973 -69.000000
40.911942 -73.121970 -69.000000
40.911983 -73.121957 -79.000000
40.911990 -73.121955 -79.000000
40.912019 -73.121900 -73.000000
40.912024 -73.121858 -77.000000
40.912013 -73.121768 -73.000000
40.912027 -73.121725 -71.000000
40.912038 -73.121674 -71.000000
40.912044 -73.121612 -75.000000
40.912052 -73.121565 -83.000000
40.912073 -73.121528 -79.000000
40.912103 -73.121503 -81.000000
40.911650 -73.120684 -89.000000
40.911474 -73.120541 -87.000000
40.911430 -73.120474 -85.000000
40.911418 -73.120442 -85.000000
40.911399 -73.120308 -83.000000
40.911404 -73.120235 -87.000000
40.911397 -73.120147 -91.000000
40.911386 -73.119974 -87.000000
40.911385 -73.119938 -85.000000
40.911376 -73.119902 -85.000000
40.911355 -73.119810 -93.000000
40.911352 -73.119776 -91.000000
40.911338 -73.119705 -89.000000
40.911321 -73.119655 -91.000000
40.911311 -73.119625 -91.000000
40.911291 -73.119565 -89.000000
40.911275 -73.119525 -91.000000
40.911264 -73.119498 -95.000000
40.911249 -73.119449 -97.000000
40.911218 -73.119391 -95.000000
40.911204 -73.119337 -95.000000
40.911189 -73.119280 -101.000000
40.911184 -73.119258 -97.000000
40.911184 -73.119255 -95.000000
40.911187 -73.119248 -93.000000
40.911193 -73.119223 -93.000000
40.911184 -73.119165 -93.000000
40.911177 -73.119107 -93.000000
40.911130 -73.118706 -101.000000
40.911128 -73.118609 -105.000000
40.911122 -73.118532 -99.000000
40.911118 -73.118483 -99.000000
40.911100 -73.118397 -101.000000
40.911100 -73.118397 -101.000000
40.911082 -73.118352 -99.000000
40.911082 -73.118352 -99.000000
40.911075 -73.118326 -103.000000
40.911068 -73.118276 -105.000000
40.911065 -73.118264 -107.000000
40.911065 -73.118264 -105.000000
40.911065 -73.118264 -103.000000
40.911065 -73.118264 -95.000000
40.911065 -73.118264 -99.000000
40.911065 -73.118264 -99.000000
40.910988 -73.117918 -101.000000
40.910988 -73.117918 -103.000000
40.910995 -73.117622 -103.000000
40.910907 -73.117349 -97.000000
40.910785 -73.117247 -95.000000
40.910450 -73.116950 -97.000000
40.910437 -73.117080 -101.000000
40.910457 -73.117086 -99.000000
40.910501 -73.117106 -99.000000
40.910561 -73.117129 -101.000000
40.910661 -73.117170 -97.000000
40.910701 -73.117205 -97.000000
40.910742 -73.117231 -99.000000
40.910777 -73.117262 -99.000000
40.910810 -73.117280 -93.000000
40.910863 -73.117287 -97.000000
40.910916 -73.117299 -97.000000
40.910951 -73.117304 -99.000000
40.910966 -73.117332 -99.000000
40.910956 -73.117465 -93.000000
40.910976 -73.117502 -99.000000
40.910990 -73.117539 -99.000000
40.910997 -73.117584 -97.000000
40.911020 -73.117691 -97.000000
40.911030 -73.117753 -97.000000
40.911042 -73.117892 -101.000000
40.911040 -73.117898 -99.000000
40.911042 -73.117907 -97.000000
40.911042 -73.117907 -99.000000
40.911042 -73.117907 -99.000000
40.911042 -73.117907 -97.000000
40.911042 -73.117907 -97.000000
40.911071 -73.118395 -97.000000
40.911082 -73.118389 -97.000000
40.911100 -73.118455 -97.000000
40.911105 -73.118490 -95.000000
40.911110 -73.118549 -95.000000
40.911118 -73.118618 -99.000000
40.911123 -73.118650 -101.000000
40.911137 -73.118691 -99.000000
40.911136 -73.118756 -89.000000
40.911139 -73.118792 -91.000000
40.911143 -73.118844 -95.000000
40.911145 -73.118913 -87.000000
40.911149 -73.118942 -89.000000
40.911149 -73.118990 -89.000000
40.911154 -73.119070 -93.000000
40.911152 -73.119135 -99.000000
40.911146 -73.119173 -97.000000
40.911145 -73.119221 -95.000000
40.911158 -73.119307 -97.000000
40.911170 -73.119329 -99.000000
40.911185 -73.119379 -103.000000
40.911186 -73.119456 -99.000000
40.911186 -73.119456 -99.000000
40.911187 -73.119488 -101.000000
40.911187 -73.119488 -101.000000
40.911205 -73.119531 -95.000000
40.911212 -73.119558 -91.000000
40.911234 -73.119617 -97.000000
40.911243 -73.119663 -95.000000
40.911213 -73.119823 -89.000000
40.911219 -73.119887 -87.000000
40.911230 -73.119929 -85.000000
40.911237 -73.119953 -85.000000
40.911253 -73.119971 -85.000000
40.911289 -73.120012 -87.000000
40.911312 -73.120044 -93.000000
40.911316 -73.120069 -93.000000
40.911324 -73.120171 -89.000000
40.911337 -73.120238 -83.000000
40.911346 -73.120327 -85.000000
40.911347 -73.120410 -85.000000
40.911350 -73.120488 -85.000000
40.911347 -73.120566 -81.000000
40.911342 -73.120614 -81.000000
40.911339 -73.120658 -83.000000
40.911336 -73.120703 -89.000000
40.911326 -73.120799 -91.000000
40.911317 -73.120848 -83.000000
40.911320 -73.120891 -81.000000
40.911330 -73.120933 -71.000000
40.911339 -73.120976 -69.000000
40.911336 -73.121025 -71.000000
40.911339 -73.121072 -73.000000
40.911347 -73.121114 -75.000000
40.911399 -73.121174 -73.000000
40.911430 -73.121212 -71.000000
40.911499 -73.121194 -71.000000
40.911537 -73.121180 -71.000000
40.911605 -73.121172 -69.000000
40.911683 -73.121205 -65.000000
40.911708 -73.121217 -69.000000
40.911759 -73.121244 -73.000000
40.911795 -73.121273 -73.000000
40.911795 -73.121273 -73.000000
40.911818 -73.121292 -79.000000
40.911818 -73.121292 -79.000000
40.911867 -73.121316 -81.000000
40.911909 -73.121325 -77.000000
40.911938 -73.121332 -69.000000
40.911988 -73.121342 -73.000000
40.912023 -73.121350 -71.000000
